Title,URL,Author,Price
Linux Command Line and Shell Scripting Bible,https://www.amazon.com/Linux-Command-Shell-Scripting-Bible/dp/111898384X/ref=sr_1_83?ie=UTF8&qid=1534925981&sr=8-83&keywords=automation+books,"Linux Command Line and Shell Scripting BibleJan 9, 2015","$ 20 32 "
Building Automation: Control Devices and Applications,https://www.amazon.com/Building-Automation-Control-Devices-Applications/dp/0826920004/ref=sr_1_84?ie=UTF8&qid=1534925981&sr=8-84&keywords=automation+books,"Building Automation: Control Devices and ApplicationsJan 1, 2008","$ 73 00 "
Robotic Process Automation,https://www.amazon.com/Robotic-Process-Automation-Florian-Quarre/dp/1492043001/ref=sr_1_85?ie=UTF8&qid=1534925981&sr=8-85&keywords=automation+books,"Robotic Process AutomationFeb 4, 2019","$ 59 99 "
Supply Chain Management For Dummies (For Dummies (Business & Personal Finance)),https://www.amazon.com/Management-Dummies-Business-Personal-Finance/dp/1119410193/ref=sr_1_86?ie=UTF8&qid=1534925981&sr=8-86&keywords=automation+books,"Supply Chain Management For Dummies (For Dummies (Business & Personal Finance))Nov 29, 2017","$ 19 88 "
Arduino Workshop: A Hands-On Introduction with 65 Projects,https://www.amazon.com/Arduino-Workshop-Hands-Introduction-Projects/dp/1593274483/ref=sr_1_87?ie=UTF8&qid=1534925981&sr=8-87&keywords=automation+books,"Arduino Workshop: A Hands-On Introduction with 65 ProjectsMay 13, 2013","$ 19 12 "
Essential Guide to Smart Home Automation Safety & Security: Use Home Automation to Increase Your Families Safety Levels (Smart Home Automation Essential Guides Book 1),https://www.amazon.com/Essential-Guide-Automation-Safety-Security-ebook/dp/B00ON74HTG/ref=sr_1_88?ie=UTF8&qid=1534925981&sr=8-88&keywords=automation+books,by Gerard O'Driscoll,"$ 0 00 "
The Site Reliability Workbook: Practical Ways to Implement SRE,https://www.amazon.com/Site-Reliability-Workbook-Practical-Implement/dp/1492029505/ref=sr_1_89?ie=UTF8&qid=1534925981&sr=8-89&keywords=automation+books,"The Site Reliability Workbook: Practical Ways to Implement SREAug 4, 2018","$ 35 48 "
Ultimate Dragon Coloring Books for men: Coloring pages For Adults,https://www.amazon.com/Ultimate-Dragon-Coloring-Books-men/dp/1973847302/ref=sr_1_90?ie=UTF8&qid=1534925981&sr=8-90&keywords=automation+books,"Ultimate Dragon Coloring Books for men: Coloring pages For AdultsJul 24, 2017","$ 6 99 "
Site Reliability Engineering: How Google Runs Production Systems,https://www.amazon.com/Site-Reliability-Engineering-Production-Systems/dp/149192912X/ref=sr_1_91?ie=UTF8&qid=1534925981&sr=8-91&keywords=automation+books,"Site Reliability Engineering: How Google Runs Production SystemsApr 16, 2016","$ 29 48 "
How to Automate ICT Maintenance (ICT Automation Book 1),https://www.amazon.com/How-Automate-Maintenance-Automation-Book-ebook/dp/B00AG162BY/ref=sr_1_92?ie=UTF8&qid=1534925981&sr=8-92&keywords=automation+books,"How to Automate ICT Maintenance (ICT Automation Book 1)Nov 29, 2012",
The Site Reliability Workbook: Practical Ways to Implement SRE,https://www.amazon.com/Site-Reliability-Workbook-Practical-Implement/dp/1492029505/ref=sr_1_97?ie=UTF8&qid=1534925983&sr=8-97&keywords=automation+books,"The Site Reliability Workbook: Practical Ways to Implement SREAug 4, 2018","$ 35 48 "
Ultimate Dragon Coloring Books for men: Coloring pages For Adults,https://www.amazon.com/Ultimate-Dragon-Coloring-Books-men/dp/1973847302/ref=sr_1_98?ie=UTF8&qid=1534925983&sr=8-98&keywords=automation+books,"Ultimate Dragon Coloring Books for men: Coloring pages For AdultsJul 24, 2017","$ 6 99 "
LiPing Student Workers Reading LED Table Lamp Work Night Light Clip-On Reading Lamp Book light Book Reader Mini Bright Desk Lamps (Red),https://www.amazon.com/LiPing-Student-Workers-Reading-Reader/dp/B07DHHLLDQ/ref=sr_1_99?ie=UTF8&qid=1534925983&sr=8-99&keywords=automation+books,by LiPing,
Site Reliability Engineering: How Google Runs Production Systems,https://www.amazon.com/Site-Reliability-Engineering-Production-Systems/dp/149192912X/ref=sr_1_100?ie=UTF8&qid=1534925983&sr=8-100&keywords=automation+books,"Site Reliability Engineering: How Google Runs Production SystemsApr 16, 2016","$ 29 48 "
How to Automate ICT Maintenance (ICT Automation Book 1),https://www.amazon.com/How-Automate-Maintenance-Automation-Book-ebook/dp/B00AG162BY/ref=sr_1_101?ie=UTF8&qid=1534925983&sr=8-101&keywords=automation+books,"How to Automate ICT Maintenance (ICT Automation Book 1)Nov 29, 2012",
Essential Guide to Samsung SmartThings Smart Home Automation System: A Practical Guide to on How to Use SmartThings Home Automation in Your Everyday Life. ... Home Automation Essential Guides Book 6),https://www.amazon.com/Essential-Samsung-SmartThings-Automation-System-ebook/dp/B018R29UXA/ref=sr_1_102?ie=UTF8&qid=1534925983&sr=8-102&keywords=automation+books,by Gerard O'Driscoll,
"PLC Development Software IEC FBD and Ladder logic functions with Automation training course, CD",https://www.amazon.com/Development-Software-functions-Automation-training/dp/B00QQSSCW8/ref=sr_1_103?ie=UTF8&qid=1534925983&sr=8-103&keywords=automation+books,by Migro,
Shelly Cashman Series Microsoft Office 365 & Excel 2016: Comprehensive (MindTap Course List),https://www.amazon.com/Shelly-Cashman-Microsoft-Office-Excel/dp/1305870727/ref=sr_1_104?ie=UTF8&qid=1534925983&sr=8-104&keywords=automation+books,by Steven M. Freund and Joy L. Starks,"$ 25 38 "
Linear Robust Control (Dover Books on Electrical Engineering),https://www.amazon.com/Linear-Robust-Control-Electrical-Engineering/dp/0486488365/ref=sr_1_105?ie=UTF8&qid=1534925983&sr=8-105&keywords=automation+books,"Linear Robust Control (Dover Books on Electrical Engineering)Aug 22, 2012","$ 18 84 "
The Glass Cage: How Our Computers Are Changing Us,https://www.amazon.com/Glass-Cage-How-Computers-Changing/dp/0393351637/ref=sr_1_106?ie=UTF8&qid=1534925983&sr=8-106&keywords=automation+books,"The Glass Cage: How Our Computers Are Changing UsSep 8, 2015","$ 11 99 "
Assembly Automation,https://www.amazon.com/Assembly-Automation-Frank-Riley/dp/0831130415/ref=sr_1_107?ie=UTF8&qid=1534925983&sr=8-107&keywords=automation+books,"Assembly AutomationJan 1, 1996","$ 59 95 "
"Instrument and Automation Engineers' Handbook: Process Measurement and Analysis, Fifth Edition - Two Volume Set",https://www.amazon.com/Instrument-Automation-Engineers-Handbook-Measurement/dp/1466559322/ref=sr_1_108?ie=UTF8&qid=1534925983&sr=8-108&keywords=automation+books,by Bela G. Liptak and Kriszta Venczel,"$ 165 00 "
Robotics Flashcards,https://www.amazon.com/MOTION-PIX-THEATER-Robotics-Flashcards/dp/B01LIYXZCG/ref=sr_1_113?ie=UTF8&qid=1534925985&sr=8-113&keywords=automation+books,"Robotics FlashcardsOct 25, 2016",
"Time March 9 1959 Farm Automation, Farmer Warren North",https://www.amazon.com/March-Automation-Farmer-Warren-North/dp/B0165OC2EG/ref=sr_1_114?ie=UTF8&qid=1534925985&sr=8-114&keywords=automation+books,"Time March 9 1959 Farm Automation, Farmer Warren North",
Python: A Beginners’ Guide to Python Programming to automate the boring tasks and learn coding fast,https://www.amazon.com/Python-Beginners-Programming-automate-boring-ebook/dp/B01M8O594W/ref=sr_1_115?ie=UTF8&qid=1534925985&sr=8-115&keywords=automation+books,by John Slavio,"$ 4 99 "
Wooden Storage Box Jewelry Case Retro Desktop Book Finishing European-Style Antique Wooden Gift Boxes Makeup Organizer,https://www.amazon.com/Storage-Jewelry-Finishing-European-Style-Organizer/dp/B071D8BDJ9/ref=sr_1_116?ie=UTF8&qid=1534925985&sr=8-116&keywords=automation+books,by LEO_Home Decor,
Army of None: Autonomous Weapons and the Future of War,https://www.amazon.com/Army-None-Autonomous-Weapons-Future/dp/0393608980/ref=sr_1_117?ie=UTF8&qid=1534925985&sr=8-117&keywords=automation+books,"Army of None: Autonomous Weapons and the Future of WarApr 24, 2018","$ 16 38 "
Windows Server 2012 Automation with PowerShell Cookbook,https://www.amazon.com/Windows-Server-Automation-PowerShell-Cookbook/dp/1849689466/ref=sr_1_118?ie=UTF8&qid=1534925985&sr=8-118&keywords=automation+books,"Windows Server 2012 Automation with PowerShell CookbookMar 26, 2013","$ 49 99 "
"Control of Nonlinear Systems via PI, PD and PID: Stability and Performance (Automation and Control Engineering)",https://www.amazon.com/Control-Nonlinear-Systems-via-PID/dp/1138317640/ref=sr_1_119?ie=UTF8&qid=1534925985&sr=8-119&keywords=automation+books,by Yong-Duan Song,"$ 142 45 "
"MASTERING ONLINE MARKETING - Create business success through content marketing, lead generation, and marketing automation.: Learn email marketing, search ... and Entrepreneurship Series Book 1)",https://www.amazon.com/MASTERING-ONLINE-MARKETING-automation-Entrepreneurship-ebook/dp/B0154B2FL6/ref=sr_1_120?ie=UTF8&qid=1534925985&sr=8-120&keywords=automation+books,by Magnus Unemyr,"$ 0 00 "
"Email Marketing Rules: Checklists, Frameworks, and 150 Best Practices for Business Success",https://www.amazon.com/Email-Marketing-Rules-Checklists-Frameworks/dp/1546910638/ref=sr_1_121?ie=UTF8&qid=1534925985&sr=8-121&keywords=automation+books,by Chad S. White,"$ 19 99 "
Introduction to the ControlLogix Programmable Automation Controller with Labs,https://www.amazon.com/Introduction-ControlLogix-Programmable-Automation-Controller/dp/1111539294/ref=sr_1_122?ie=UTF8&qid=1534925985&sr=8-122&keywords=automation+books,"Introduction to the ControlLogix Programmable Automation Controller with LabsFeb 28, 2013","$ 53 83 "
Hands-On Enterprise Automation with Python: Automate common administrative and security tasks with Python,https://www.amazon.com/Hands-Enterprise-Automation-Python-administrative/dp/1788998510/ref=sr_1_123?ie=UTF8&qid=1534925985&sr=8-123&keywords=automation+books,by Bassem Aly,"$ 39 99 "
Hybrid Dynamical Systems,https://www.amazon.com/Hybrid-Dynamical-Systems-Andrey-Savkin/dp/0817642242/ref=sr_1_124?ie=UTF8&qid=1534925985&sr=8-124&keywords=automation+books,"Hybrid Dynamical SystemsJul 10, 2002","$ 101 86 "
LiPing Angel DIY Exquisite Modeling Metal Cutting Dies Stencils Creative Cutting Dies Stamp Stencils Scrapbooking Photo Album Greeting Gift Card Decor Craft (A),https://www.amazon.com/LiPing-Exquisite-Modeling-Stencils-Scrapbooking/dp/B07DL79M2W/ref=sr_1_129?ie=UTF8&qid=1534925986&sr=8-129&keywords=automation+books,by LiPing,
The Biml Book: Business Intelligence and Data Warehouse Automation,https://www.amazon.com/Biml-Book-Intelligence-Warehouse-Automation/dp/1484231341/ref=sr_1_130?ie=UTF8&qid=1534925986&sr=8-130&keywords=automation+books,"The Biml Book: Business Intelligence and Data Warehouse AutomationOct 31, 2017","$ 49 89 "
Automation: The Advent of the Automatic Factory,https://www.amazon.com/Automation-Automatic-Factory-John-Diebold/dp/B000WVU6LU/ref=sr_1_131?ie=UTF8&qid=1534925986&sr=8-131&keywords=automation+books,Automation: The Advent of the Automatic Factory1952,
Ladder Logic Programming: Program PLC’s using Ladder Logic concepts on RS Logix 500 platform,https://www.amazon.com/Ladder-Logic-Programming-concepts-platform/dp/1980677654/ref=sr_1_132?ie=UTF8&qid=1534925986&sr=8-132&keywords=automation+books,by Matt Phillips,"$ 16 38 "
DevOps & Microservices Handbook: Non-Programmer’s Guide to DevOps and Microservices,https://www.amazon.com/DevOps-Microservices-Handbook-Non-Programmers-Guide-ebook/dp/B07CRJDL6C/ref=sr_1_133?ie=UTF8&qid=1534925986&sr=8-133&keywords=automation+books,"DevOps & Microservices Handbook: Non-Programmer’s Guide to DevOps and MicroservicesApr 29, 2018","$ 3 57 "
The First Book of Machines,https://www.amazon.com/First-Book-Machines-Walter-Buehr/dp/0692973958/ref=sr_1_134?ie=UTF8&qid=1534925986&sr=8-134&keywords=automation+books,"The First Book of MachinesNov 1, 2017","$ 16 89 "
The Flash American Comic Pet Supplies Dog Hoodies Charming Cozy Small Dog Costumes,https://www.amazon.com/American-Supplies-Hoodies-Charming-Costumes/dp/B01E8I3S30/ref=sr_1_135?ie=UTF8&qid=1534925986&sr=8-135&keywords=automation+books,The Flash American Comic Pet Supplies Dog Hoodies Charming Cozy Small Dog Costumes,
The Robots are Coming: A Human's Survival Guide to Profiting in the Age of Automation,https://www.amazon.com/Robots-are-Coming-Profiting-Automation/dp/1612436692/ref=sr_1_136?ie=UTF8&qid=1534925986&sr=8-136&keywords=automation+books,"The Robots are Coming: A Human's Survival Guide to Profiting in the Age of AutomationMay 16, 2017","$ 12 63 "
"got transfusion? - Stainless Steel 20oz Road Ready Water Bottle, White",https://www.amazon.com/got-transfusion-Stainless-Steel-Bottle/dp/B07GNC23WD/ref=sr_1_137?ie=UTF8&qid=1534925986&sr=8-137&keywords=automation+books,"got transfusion? - Stainless Steel 20oz Road Ready Water Bottle, White",
"Technology In Action Complete (14th Edition) (Evans, Martin & Poatsy, Technology in Action Series)",https://www.amazon.com/Technology-Action-Complete-Martin-Poatsy/dp/0134608224/ref=sr_1_138?ie=UTF8&qid=1534925986&sr=8-138&keywords=automation+books,by Alan Evans and Kendall Martin,"$ 13 72 "
Automation: Problem and Solution,https://www.amazon.com/Automation-Problem-Solution-Oswald-Mosley/dp/1908476613/ref=sr_1_139?ie=UTF8&qid=1534925986&sr=8-139&keywords=automation+books,"Automation: Problem and SolutionApr 10, 2012","$ 6 00 "
"Automation, Production Systems, and Computer-Integrated Manufacturing (3rd Edition)",https://www.amazon.com/Automation-Production-Systems-Computer-Integrated-Manufacturing/dp/0132393212/ref=sr_1_140?ie=UTF8&qid=1534925986&sr=8-140&keywords=automation+books,"Automation, Production Systems, and Computer-Integrated Manufacturing (3rd Edition)Aug 3, 2007 | HD DVD",
Business Process Automation with ProcessMaker 3.1: A Beginner’s Guide,https://www.amazon.com/Business-Process-Automation-ProcessMaker-3-1/dp/1484233441/ref=sr_1_145?ie=UTF8&qid=1534925988&sr=8-145&keywords=automation+books,"Business Process Automation with ProcessMaker 3.1: A Beginner’s GuideDec 2, 2017","$ 19 92 "
The BIG Book of Alexa Commands: An Independent Guide for Alexa and Amazon Echo Dot. 2000 Fun and Useful Commands to make Amazon Alexa do what YOU want. ... Intelligence Guides Series Book 1),https://www.amazon.com/BIG-Book-Alexa-Commands-Intelligence-ebook/dp/B01MZYIVWZ/ref=sr_1_146?ie=UTF8&qid=1534925988&sr=8-146&keywords=automation+books,by Echomeister,
Marketing Automation: A complete guide for the complete beginners,https://www.amazon.com/Marketing-Automation-complete-guide-beginners-ebook/dp/B01N9CUQ0F/ref=sr_1_147?ie=UTF8&qid=1534925988&sr=8-147&keywords=automation+books,"Marketing Automation: A complete guide for the complete beginnersDec 7, 2016",
The Sales Funnel Book v2.0: The Simple Plan To Multiply Your Business With Marketing Automation,https://www.amazon.com/Sales-Funnel-Book-v2-0-Automation/dp/1719205280/ref=sr_1_148?ie=UTF8&qid=1534925988&sr=8-148&keywords=automation+books,by Nathan Williams,"$ 11 43 "
"Instrumentation, Automation, IoT and Emerging Technologies for Engineers: Handbook",https://www.amazon.com/Instrumentation-Automation-Emerging-Technologies-Engineers/dp/198088093X/ref=sr_1_149?ie=UTF8&qid=1534925988&sr=8-149&keywords=automation+books,"Instrumentation, Automation, IoT and Emerging Technologies for Engineers: HandbookJul 6, 2018","$ 9 00 "
Test Automation using Microsoft Coded UI with C#: Step by Step Guide,https://www.amazon.com/Test-Automation-using-Microsoft-Coded/dp/0992293545/ref=sr_1_150?ie=UTF8&qid=1534925988&sr=8-150&keywords=automation+books,"Test Automation using Microsoft Coded UI with C#: Step by Step GuideOct 10, 2016","$ 45 87 "
C++ All-in-One For Dummies,https://www.amazon.com/All-One-Dummies-John-Mueller/dp/1118823788/ref=sr_1_151?ie=UTF8&qid=1534925988&sr=8-151&keywords=automation+books,"C++ All-in-One For DummiesAug 18, 2014","$ 16 24 "
Warehouse and Distribution Automation Handbook,https://www.amazon.com/Warehouse-Distribution-Automation-Handbook-Terry/dp/0070004005/ref=sr_1_152?ie=UTF8&qid=1534925988&sr=8-152&keywords=automation+books,"Warehouse and Distribution Automation HandbookJun 27, 1996",
DevOps Automation Cookbook,https://www.amazon.com/DevOps-Automation-Cookbook-Michael-Duffy/dp/1784392820/ref=sr_1_153?ie=UTF8&qid=1534925988&sr=8-153&keywords=automation+books,"DevOps Automation CookbookNov 26, 2015","$ 44 99 "
Variable Frequency Drives: Installation & Troubleshooting! (Practical Guides for the Industrial Technician!) (Volume 2),https://www.amazon.com/Variable-Frequency-Drives-Installation-Troubleshooting/dp/150277089X/ref=sr_1_154?ie=UTF8&qid=1534925988&sr=8-154&keywords=automation+books,by Gary D Anderson,"$ 12 95 "
"Library Automation: Core Concepts and Practical Systems Analysis, 3rd Edition",https://www.amazon.com/Library-Automation-Concepts-Practical-Analysis/dp/1591589223/ref=sr_1_155?ie=UTF8&qid=1534925988&sr=8-155&keywords=automation+books,"Library Automation: Core Concepts and Practical Systems Analysis, 3rd EditionMar 26, 2014","$ 55 00 "
Ten Arguments for Deleting Your Social Media Accounts Right Now,https://www.amazon.com/Arguments-Deleting-Social-Media-Accounts/dp/125019668X/ref=sr_1_156?ie=UTF8&qid=1534925988&sr=8-156&keywords=automation+books,"Ten Arguments for Deleting Your Social Media Accounts Right NowMay 29, 2018","$ 12 60 "
Robot-Proof: Higher Education in the Age of Artificial Intelligence (The MIT Press),https://www.amazon.com/Robot-Proof-Higher-Education-Artificial-Intelligence/dp/0262037289/ref=sr_1_161?ie=UTF8&qid=1534925990&sr=8-161&keywords=automation+books,"Robot-Proof: Higher Education in the Age of Artificial Intelligence (The MIT Press)Aug 25, 2017","$ 18 00 "
Springer Handbook of Automation (Springer Handbooks),https://www.amazon.com/Springer-Handbook-Automation-Handbooks/dp/3540788301/ref=sr_1_162?ie=UTF8&qid=1534925990&sr=8-162&keywords=automation+books,"Springer Handbook of Automation (Springer Handbooks)Aug 27, 2009","$ 185 95 "
Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems,https://www.amazon.com/Debugging-Indispensable-Software-Hardware-Problems/dp/0814474578/ref=sr_1_163?ie=UTF8&qid=1534925990&sr=8-163&keywords=automation+books,by David J Agans,"$ 14 44 "
"The Automation, Systems, and Instrumentation Dictionary",https://www.amazon.com/Automation-Systems-Instrumentation-Dictionary/dp/155617778X/ref=sr_1_164?ie=UTF8&qid=1534925990&sr=8-164&keywords=automation+books,"The Automation, Systems, and Instrumentation DictionaryOct 1, 2002","$ 99 00 "
VMware vRealize Automation Handbook: Implementing Cloud Management in the Enterprise Environment,https://www.amazon.com/VMware-vRealize-Automation-Handbook-Implementing/dp/1515264335/ref=sr_1_165?ie=UTF8&qid=1534925990&sr=8-165&keywords=automation+books,by Dr. Guido Soeldner and Jens-Henrik Soeldner,"$ 44 95 "
The Ultimate Guide to Project Management: Learn everything you need to successfully manage projects and get them done (Zapier App Guides Book 6),https://www.amazon.com/Ultimate-Guide-Project-Management-successfully-ebook/dp/B01GEOYK3S/ref=sr_1_166?ie=UTF8&qid=1534925990&sr=8-166&keywords=automation+books,by Matthew Guay and Danny Schreiber,"$ 0 00 "
"Productivity: Save Time & Get Things Done: A 30-minute Life Hacks Book on Productivity, Time Management, Goal Setting and Getting Things Done. (The 30' ... books to do better and feel better 1)",https://www.amazon.com/Productivity-30-minute-Management-Setting-Getting-ebook/dp/B071X2KRQP/ref=sr_1_167?ie=UTF8&qid=1534925990&sr=8-167&keywords=automation+books,by Life Hacks Books,"$ 0 99 "
Machine Intelligence in Design Automation: A Brief Overview,https://www.amazon.com/Machine-Intelligence-Design-Automation-Overview-ebook/dp/B07FLRGW8Z/ref=sr_1_168?ie=UTF8&qid=1534925990&sr=8-168&keywords=automation+books,"Machine Intelligence in Design Automation: A Brief OverviewJul 14, 2018",
PHP – HTML for a multilevel menu (IT Easy Solutions Programming & Office Automation Book 0),https://www.amazon.com/PHP-multilevel-Solutions-Programming-Automation-ebook/dp/B010OS41ZM/ref=sr_1_169?ie=UTF8&qid=1534925990&sr=8-169&keywords=automation+books,by GIAN pIERO tARICCO,
"MICRA #5, VF/NM, Mind Controlled Remote Automation, Comics Interview, 1986 1987",https://www.amazon.com/Controlled-Remote-Automation-Comics-Interview/dp/B079K7WQW3/ref=sr_1_170?ie=UTF8&qid=1534925990&sr=8-170&keywords=automation+books,"MICRA #5, VF/NM, Mind Controlled Remote Automation, Comics Interview, 1986 1987",
Getting Started with CNC: Personal Digital Fabrication with Shapeoko and Other Computer-Controlled Routers (Make),https://www.amazon.com/Getting-Started-CNC-Fabrication-Computer-Controlled/dp/1457183366/ref=sr_1_171?ie=UTF8&qid=1534925990&sr=8-171&keywords=automation+books,by Edward Ford,"$ 10 99 "
Robotics & Artificial Intelligence Flashcards - Full Version,https://www.amazon.com/Robotics-Artificial-Intelligence-Flashcards-Version/dp/B01M0VTEA7/ref=sr_1_172?ie=UTF8&qid=1534925990&sr=8-172&keywords=automation+books,"Robotics & Artificial Intelligence Flashcards - Full VersionDec 5, 2016",
Pipe Shelf Bracket Holder 2PCS/SET Industrial With Screws Vintage Retro Black Iron Storage Holders Home Decor Bookshelf Support,https://www.amazon.com/Bracket-Industrial-Vintage-Decor-Bookshelf/dp/B07228KR8P/ref=sr_1_177?ie=UTF8&qid=1534925992&sr=8-177&keywords=automation+books,by LEO_Home Decor,
Machine Intelligence in Design Automation,https://www.amazon.com/Machine-Intelligence-Design-Automation-Sharma/dp/1980554358/ref=sr_1_178?ie=UTF8&qid=1534925992&sr=8-178&keywords=automation+books,"Machine Intelligence in Design AutomationMar 13, 2018","$ 179 00 "
Marketing Automation and Online Marketing: Automate Your Business through Marketing Best Practices such as Email Marketing and Search Engine Optimization,https://www.amazon.com/Marketing-Automation-Online-Practices-Optimization/dp/1980796750/ref=sr_1_179?ie=UTF8&qid=1534925992&sr=8-179&keywords=automation+books,by George Pain,"$ 19 99 "
Automating with STEP 7 in STL and SCL: SIMATIC S7-300/400 Programmable Controllers,https://www.amazon.com/Automating-STEP-STL-SCL-Programmable/dp/3895784125/ref=sr_1_180?ie=UTF8&qid=1534925992&sr=8-180&keywords=automation+books,"Automating with STEP 7 in STL and SCL: SIMATIC S7-300/400 Programmable ControllersAug 7, 2012","$ 82 95 "
LiPing Persian Cat Series Heavy Metal Durable Universal Business Bookends Decorative Gift for Bookshelf Office School Library and Home (C),https://www.amazon.com/LiPing-Universal-Business-Decorative-Bookshelf/dp/B07F6DTBV7/ref=sr_1_181?ie=UTF8&qid=1534925992&sr=8-181&keywords=automation+books,by LiPing,
Automate the Boring Stuff with PowerShell: A Guide for Sysadmins,https://www.amazon.com/Automate-Boring-Stuff-PowerShell-Sysadmins/dp/1593279183/ref=sr_1_182?ie=UTF8&qid=1534925992&sr=8-182&keywords=automation+books,"Automate the Boring Stuff with PowerShell: A Guide for SysadminsFeb 12, 2019","$ 29 95 "
Reinventing Jobs: A 4-Step Approach for Applying Automation to Work,https://www.amazon.com/Reinventing-Jobs-Approach-Applying-Automation/dp/1633694070/ref=sr_1_183?ie=UTF8&qid=1534925992&sr=8-183&keywords=automation+books,"Reinventing Jobs: A 4-Step Approach for Applying Automation to WorkOct 9, 2018","$ 32 00 "
"Arduino Project Handbook, Volume 2: 25 Simple Electronics Projects for Beginners",https://www.amazon.com/Arduino-Project-Handbook-Electronics-Beginners/dp/1593278187/ref=sr_1_184?ie=UTF8&qid=1534925992&sr=8-184&keywords=automation+books,"Arduino Project Handbook, Volume 2: 25 Simple Electronics Projects for BeginnersAug 29, 2017","$ 16 96 "
¡Sálvese quien pueda!: El futuro del trabajo en la era de la automatización (Rad Women) (Spanish Edition),https://www.amazon.com/%C2%A1S%C3%A1lvese-quien-pueda-trabajo-automatizaci%C3%B3n/dp/052556487X/ref=sr_1_185?ie=UTF8&qid=1534925992&sr=8-185&keywords=automation+books,by Andres Oppenheimer,"$ 16 95 "
"Machine, Platform, Crowd: Harnessing Our Digital Future",https://www.amazon.com/Machine-Platform-Crowd-Harnessing-Digital/dp/0393254291/ref=sr_1_186?ie=UTF8&qid=1534925992&sr=8-186&keywords=automation+books,"Machine, Platform, Crowd: Harnessing Our Digital FutureJun 27, 2017","$ 19 68 "
Feedback Control of Dynamic Systems (8th Edition) (What's New in Engineering),https://www.amazon.com/Feedback-Control-Dynamic-Systems-Engineering/dp/0134685717/ref=sr_1_187?ie=UTF8&qid=1534925992&sr=8-187&keywords=automation+books,"Feedback Control of Dynamic Systems (8th Edition) (What's New in Engineering)Feb 1, 2018","$ 85 82 "
The TAB Book of Arduino Projects: 36 Things to Make with Shields and Proto Shields,https://www.amazon.com/TAB-Book-Arduino-Projects-Shields/dp/0071790675/ref=sr_1_188?ie=UTF8&qid=1534925992&sr=8-188&keywords=automation+books,"The TAB Book of Arduino Projects: 36 Things to Make with Shields and Proto ShieldsOct 2, 2014","$ 27 00 "
RSLogix 5000: Understanding ControlLogix Basics,https://www.amazon.com/RSLogix-5000-Understanding-ControlLogix-Basics/dp/1544858647/ref=sr_1_193?ie=UTF8&qid=1534925994&sr=8-193&keywords=automation+books,"RSLogix 5000: Understanding ControlLogix BasicsMar 22, 2017","$ 13 95 "
Robotics and Automation Handbook,https://www.amazon.com/Robotics-Automation-Handbook-Thomas-Kurfess/dp/0849318041/ref=sr_1_194?ie=UTF8&qid=1534925994&sr=8-194&keywords=automation+books,"Robotics and Automation HandbookJun 15, 2004","$ 219 66 "
PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2),https://www.amazon.com/PLC-Programming-Using-RSLogix-500/dp/1515165981/ref=sr_1_195?ie=UTF8&qid=1534925994&sr=8-195&keywords=automation+books,"PLC Programming Using RSLogix 500: Advanced Programming Concepts! (Volume 2)Jul 20, 2015","$ 12 95 "
Chef Infrastructure Automation Cookbook,https://www.amazon.com/Infrastructure-Automation-Cookbook-Matthias-Marschall/dp/1849519226/ref=sr_1_196?ie=UTF8&qid=1534925994&sr=8-196&keywords=automation+books,"Chef Infrastructure Automation CookbookAug 26, 2013","$ 44 99 "
Metallica Thrash Metal Band Pet Dog Shirt Personalized Cheap Dog Clothes,https://www.amazon.com/Metallica-Thrash-Metal-Personalized-Clothes/dp/B01DZUZQ1O/ref=sr_1_197?ie=UTF8&qid=1534925994&sr=8-197&keywords=automation+books,Metallica Thrash Metal Band Pet Dog Shirt Personalized Cheap Dog Clothes,
"Automate This: How Algorithms Took Over Our Markets, Our Jobs, and the World",https://www.amazon.com/Automate-This-Algorithms-Markets-World/dp/1591846528/ref=sr_1_198?ie=UTF8&qid=1534925994&sr=8-198&keywords=automation+books,"Automate This: How Algorithms Took Over Our Markets, Our Jobs, and the WorldAug 27, 2013","$ 11 16 "
Just Enough Software Test Automation,https://www.amazon.com/Just-Enough-Software-Test-Automation/dp/0130084689/ref=sr_1_199?ie=UTF8&qid=1534925994&sr=8-199&keywords=automation+books,"Just Enough Software Test AutomationJul 15, 2002","$ 41 50 "
LiPing All kinds of DIY Exquisite Modeling Metal Cutting Dies Stencils Creative Cutting Dies Stamp Stencils Scrapbooking Photo Album Greeting Gift Card Decor Craft (B),https://www.amazon.com/LiPing-Exquisite-Modeling-Stencils-Scrapbooking/dp/B07DFHXL2P/ref=sr_1_200?ie=UTF8&qid=1534925994&sr=8-200&keywords=automation+books,by LiPing,
Amazon Echo Plus User Guide Newbie to Expert in 1 Hour! (Echo & Alexa),https://www.amazon.com/Amazon-Guide-Newbie-Expert-Alexa/dp/1979839980/ref=sr_1_201?ie=UTF8&qid=1534925994&sr=8-201&keywords=automation+books,"Amazon Echo Plus User Guide Newbie to Expert in 1 Hour! (Echo & Alexa)Nov 19, 2017","$ 10 95 "
Bitwise: A Life in Code,https://www.amazon.com/Bitwise-Life-Code-David-Auerbach/dp/1101871296/ref=sr_1_202?ie=UTF8&qid=1534925994&sr=8-202&keywords=automation+books,"Bitwise: A Life in CodeAug 28, 2018","$ 27 95 "
